Data Escala de Tempo 1 CDH Simp 4;Data Escala de Tempo 1 CDH Simp 4;Subsistema;Selecione Tipo de CDH Simp 4
03/02/2019 08:00;03/02/2019 08:00;Sudeste/Centro-Oeste;35367
03/02/2019 09:00;03/02/2019 09:00;Sudeste/Centro-Oeste;36226
03/02/2019 10:00;03/02/2019 10:00;Sudeste/Centro-Oeste;36710
03/02/2019 11:00;03/02/2019 11:00;Sudeste/Centro-Oeste;37278
03/02/2019 12:00;03/02/2019 12:00;Sudeste/Centro-Oeste;37666
03/02/2019 13:00;03/02/2019 13:00;Sudeste/Centro-Oeste;37814
03/02/2019 14:00;03/02/2019 14:00;Sudeste/Centro-Oeste;38061
03/02/2019 15:00;03/02/2019 15:00;Sudeste/Centro-Oeste;38532
03/02/2019 16:00;03/02/2019 16:00;Sudeste/Centro-Oeste;38967
03/02/2019 17:00;03/02/2019 17:00;Sudeste/Centro-Oeste;39387
03/02/2019 18:00;03/02/2019 18:00;Sudeste/Centro-Oeste;39377
03/02/2019 19:00;03/02/2019 19:00;Sudeste/Centro-Oeste;39638
03/02/2019 20:00;03/02/2019 20:00;Sudeste/Centro-Oeste;42810
03/02/2019 21:00;03/02/2019 21:00;Sudeste/Centro-Oeste;43701
03/02/2019 22:00;03/02/2019 22:00;Sudeste/Centro-Oeste;43837
03/02/2019 23:00;03/02/2019 23:00;Sudeste/Centro-Oeste;42841
04/02/2019 00:00;04/02/2019 00:00;Sudeste/Centro-Oeste;40647
04/02/2019 01:00;04/02/2019 01:00;Sudeste/Centro-Oeste;39156
04/02/2019 02:00;04/02/2019 02:00;Sudeste/Centro-Oeste;37741
04/02/2019 03:00;04/02/2019 03:00;Sudeste/Centro-Oeste;37047
04/02/2019 04:00;04/02/2019 04:00;Sudeste/Centro-Oeste;36819
04/02/2019 05:00;04/02/2019 05:00;Sudeste/Centro-Oeste;37614
04/02/2019 06:00;04/02/2019 06:00;Sudeste/Centro-Oeste;39492
04/02/2019 07:00;04/02/2019 07:00;Sudeste/Centro-Oeste;40937
04/02/2019 08:00;04/02/2019 08:00;Sudeste/Centro-Oeste;43666
04/02/2019 09:00;04/02/2019 09:00;Sudeste/Centro-Oeste;45487
04/02/2019 10:00;04/02/2019 10:00;Sudeste/Centro-Oeste;46470
04/02/2019 11:00;04/02/2019 11:00;Sudeste/Centro-Oeste;46553
04/02/2019 12:00;04/02/2019 12:00;Sudeste/Centro-Oeste;45741
04/02/2019 13:00;04/02/2019 13:00;Sudeste/Centro-Oeste;46734
04/02/2019 14:00;04/02/2019 14:00;Sudeste/Centro-Oeste;47642
04/02/2019 15:00;04/02/2019 15:00;Sudeste/Centro-Oeste;47686
04/02/2019 16:00;04/02/2019 16:00;Sudeste/Centro-Oeste;47089
04/02/2019 17:00;04/02/2019 17:00;Sudeste/Centro-Oeste;44619
04/02/2019 18:00;04/02/2019 18:00;Sudeste/Centro-Oeste;41894
04/02/2019 19:00;04/02/2019 19:00;Sudeste/Centro-Oeste;41549
04/02/2019 20:00;04/02/2019 20:00;Sudeste/Centro-Oeste;44281
04/02/2019 21:00;04/02/2019 21:00;Sudeste/Centro-Oeste;45079
04/02/2019 22:00;04/02/2019 22:00;Sudeste/Centro-Oeste;44254
04/02/2019 23:00;04/02/2019 23:00;Sudeste/Centro-Oeste;41821
05/02/2019 00:00;05/02/2019 00:00;Sudeste/Centro-Oeste;39018
05/02/2019 01:00;05/02/2019 01:00;Sudeste/Centro-Oeste;37235
05/02/2019 02:00;05/02/2019 02:00;Sudeste/Centro-Oeste;35827
05/02/2019 03:00;05/02/2019 03:00;Sudeste/Centro-Oeste;35153
05/02/2019 04:00;05/02/2019 04:00;Sudeste/Centro-Oeste;35137
05/02/2019 05:00;05/02/2019 05:00;Sudeste/Centro-Oeste;36080
05/02/2019 06:00;05/02/2019 06:00;Sudeste/Centro-Oeste;38292
05/02/2019 07:00;05/02/2019 07:00;Sudeste/Centro-Oeste;39624
05/02/2019 08:00;05/02/2019 08:00;Sudeste/Centro-Oeste;42013
05/02/2019 09:00;05/02/2019 09:00;Sudeste/Centro-Oeste;43675
05/02/2019 10:00;05/02/2019 10:00;Sudeste/Centro-Oeste;44790
05/02/2019 11:00;05/02/2019 11:00;Sudeste/Centro-Oeste;44759
05/02/2019 12:00;05/02/2019 12:00;Sudeste/Centro-Oeste;44031
05/02/2019 13:00;05/02/2019 13:00;Sudeste/Centro-Oeste;45299
05/02/2019 14:00;05/02/2019 14:00;Sudeste/Centro-Oeste;46076
05/02/2019 15:00;05/02/2019 15:00;Sudeste/Centro-Oeste;45948
05/02/2019 16:00;05/02/2019 16:00;Sudeste/Centro-Oeste;45515
05/02/2019 17:00;05/02/2019 17:00;Sudeste/Centro-Oeste;43111
05/02/2019 18:00;05/02/2019 18:00;Sudeste/Centro-Oeste;41018
05/02/2019 19:00;05/02/2019 19:00;Sudeste/Centro-Oeste;40760
05/02/2019 20:00;05/02/2019 20:00;Sudeste/Centro-Oeste;43225
05/02/2019 21:00;05/02/2019 21:00;Sudeste/Centro-Oeste;43669
05/02/2019 22:00;05/02/2019 22:00;Sudeste/Centro-Oeste;42816
05/02/2019 23:00;05/02/2019 23:00;Sudeste/Centro-Oeste;40346
06/02/2019 00:00;06/02/2019 00:00;Sudeste/Centro-Oeste;37540
06/02/2019 01:00;06/02/2019 01:00;Sudeste/Centro-Oeste;35358
06/02/2019 02:00;06/02/2019 02:00;Sudeste/Centro-Oeste;34172
06/02/2019 03:00;06/02/2019 03:00;Sudeste/Centro-Oeste;33600
06/02/2019 04:00;06/02/2019 04:00;Sudeste/Centro-Oeste;33597
06/02/2019 05:00;06/02/2019 05:00;Sudeste/Centro-Oeste;34949
06/02/2019 06:00;06/02/2019 06:00;Sudeste/Centro-Oeste;37454
06/02/2019 07:00;06/02/2019 07:00;Sudeste/Centro-Oeste;38796
06/02/2019 08:00;06/02/2019 08:00;Sudeste/Centro-Oeste;41067
06/02/2019 09:00;06/02/2019 09:00;Sudeste/Centro-Oeste;42698
06/02/2019 10:00;06/02/2019 10:00;Sudeste/Centro-Oeste;43882
06/02/2019 11:00;06/02/2019 11:00;Sudeste/Centro-Oeste;43782
06/02/2019 12:00;06/02/2019 12:00;Sudeste/Centro-Oeste;42737
06/02/2019 13:00;06/02/2019 13:00;Sudeste/Centro-Oeste;43803
06/02/2019 14:00;06/02/2019 14:00;Sudeste/Centro-Oeste;44333
06/02/2019 15:00;06/02/2019 15:00;Sudeste/Centro-Oeste;44447
06/02/2019 16:00;06/02/2019 16:00;Sudeste/Centro-Oeste;44227
06/02/2019 17:00;06/02/2019 17:00;Sudeste/Centro-Oeste;42426
06/02/2019 18:00;06/02/2019 18:00;Sudeste/Centro-Oeste;40693
06/02/2019 19:00;06/02/2019 19:00;Sudeste/Centro-Oeste;40646
06/02/2019 20:00;06/02/2019 20:00;Sudeste/Centro-Oeste;42731
06/02/2019 21:00;06/02/2019 21:00;Sudeste/Centro-Oeste;42304
06/02/2019 22:00;06/02/2019 22:00;Sudeste/Centro-Oeste;41134
06/02/2019 23:00;06/02/2019 23:00;Sudeste/Centro-Oeste;38412
07/02/2019 00:00;07/02/2019 00:00;Sudeste/Centro-Oeste;35874
07/02/2019 01:00;07/02/2019 01:00;Sudeste/Centro-Oeste;33876
07/02/2019 02:00;07/02/2019 02:00;Sudeste/Centro-Oeste;32692
07/02/2019 03:00;07/02/2019 03:00;Sudeste/Centro-Oeste;32179
07/02/2019 04:00;07/02/2019 04:00;Sudeste/Centro-Oeste;32314
07/02/2019 05:00;07/02/2019 05:00;Sudeste/Centro-Oeste;33705
07/02/2019 06:00;07/02/2019 06:00;Sudeste/Centro-Oeste;36335
07/02/2019 07:00;07/02/2019 07:00;Sudeste/Centro-Oeste;37516
07/02/2019 08:00;07/02/2019 08:00;Sudeste/Centro-Oeste;39672
07/02/2019 09:00;07/02/2019 09:00;Sudeste/Centro-Oeste;41133
07/02/2019 10:00;07/02/2019 10:00;Sudeste/Centro-Oeste;42388
07/02/2019 11:00;07/02/2019 11:00;Sudeste/Centro-Oeste;42983
07/02/2019 12:00;07/02/2019 12:00;Sudeste/Centro-Oeste;42172
07/02/2019 13:00;07/02/2019 13:00;Sudeste/Centro-Oeste;43351
07/02/2019 14:00;07/02/2019 14:00;Sudeste/Centro-Oeste;44455
07/02/2019 15:00;07/02/2019 15:00;Sudeste/Centro-Oeste;44809
07/02/2019 16:00;07/02/2019 16:00;Sudeste/Centro-Oeste;44747
07/02/2019 17:00;07/02/2019 17:00;Sudeste/Centro-Oeste;42860
07/02/2019 18:00;07/02/2019 18:00;Sudeste/Centro-Oeste;40818
07/02/2019 19:00;07/02/2019 19:00;Sudeste/Centro-Oeste;40515
07/02/2019 20:00;07/02/2019 20:00;Sudeste/Centro-Oeste;43247
07/02/2019 21:00;07/02/2019 21:00;Sudeste/Centro-Oeste;43428
07/02/2019 22:00;07/02/2019 22:00;Sudeste/Centro-Oeste;42343
07/02/2019 23:00;07/02/2019 23:00;Sudeste/Centro-Oeste;40311
08/02/2019 00:00;08/02/2019 00:00;Sudeste/Centro-Oeste;37419
08/02/2019 01:00;08/02/2019 01:00;Sudeste/Centro-Oeste;35273
08/02/2019 02:00;08/02/2019 02:00;Sudeste/Centro-Oeste;33859
08/02/2019 03:00;08/02/2019 03:00;Sudeste/Centro-Oeste;33218
08/02/2019 04:00;08/02/2019 04:00;Sudeste/Centro-Oeste;33194
08/02/2019 05:00;08/02/2019 05:00;Sudeste/Centro-Oeste;34444
08/02/2019 06:00;08/02/2019 06:00;Sudeste/Centro-Oeste;36901
08/02/2019 07:00;08/02/2019 07:00;Sudeste/Centro-Oeste;38082
08/02/2019 08:00;08/02/2019 08:00;Sudeste/Centro-Oeste;40916
08/02/2019 09:00;08/02/2019 09:00;Sudeste/Centro-Oeste;43030
08/02/2019 10:00;08/02/2019 10:00;Sudeste/Centro-Oeste;44732
08/02/2019 11:00;08/02/2019 11:00;Sudeste/Centro-Oeste;45301
08/02/2019 12:00;08/02/2019 12:00;Sudeste/Centro-Oeste;44715
08/02/2019 13:00;08/02/2019 13:00;Sudeste/Centro-Oeste;46097
08/02/2019 14:00;08/02/2019 14:00;Sudeste/Centro-Oeste;46973
08/02/2019 15:00;08/02/2019 15:00;Sudeste/Centro-Oeste;46960
08/02/2019 16:00;08/02/2019 16:00;Sudeste/Centro-Oeste;46067
08/02/2019 17:00;08/02/2019 17:00;Sudeste/Centro-Oeste;43919
08/02/2019 18:00;08/02/2019 18:00;Sudeste/Centro-Oeste;41543
08/02/2019 19:00;08/02/2019 19:00;Sudeste/Centro-Oeste;41171
08/02/2019 20:00;08/02/2019 20:00;Sudeste/Centro-Oeste;43982
08/02/2019 21:00;08/02/2019 21:00;Sudeste/Centro-Oeste;44209
08/02/2019 22:00;08/02/2019 22:00;Sudeste/Centro-Oeste;43402
08/02/2019 23:00;08/02/2019 23:00;Sudeste/Centro-Oeste;41760
09/02/2019 00:00;09/02/2019 00:00;Sudeste/Centro-Oeste;39051
09/02/2019 01:00;09/02/2019 01:00;Sudeste/Centro-Oeste;36819
09/02/2019 02:00;09/02/2019 02:00;Sudeste/Centro-Oeste;35192
09/02/2019 03:00;09/02/2019 03:00;Sudeste/Centro-Oeste;34192
09/02/2019 04:00;09/02/2019 04:00;Sudeste/Centro-Oeste;33947
09/02/2019 05:00;09/02/2019 05:00;Sudeste/Centro-Oeste;33972
09/02/2019 06:00;09/02/2019 06:00;Sudeste/Centro-Oeste;34192
09/02/2019 07:00;09/02/2019 07:00;Sudeste/Centro-Oeste;34242
09/02/2019 08:00;09/02/2019 08:00;Sudeste/Centro-Oeste;36367
09/02/2019 09:00;09/02/2019 09:00;Sudeste/Centro-Oeste;38309
09/02/2019 10:00;09/02/2019 10:00;Sudeste/Centro-Oeste;39469
09/02/2019 11:00;09/02/2019 11:00;Sudeste/Centro-Oeste;39834
09/02/2019 12:00;09/02/2019 12:00;Sudeste/Centro-Oeste;39809
09/02/2019 13:00;09/02/2019 13:00;Sudeste/Centro-Oeste;39914
09/02/2019 14:00;09/02/2019 14:00;Sudeste/Centro-Oeste;40052
09/02/2019 15:00;09/02/2019 15:00;Sudeste/Centro-Oeste;40021
09/02/2019 16:00;09/02/2019 16:00;Sudeste/Centro-Oeste;39754
09/02/2019 17:00;09/02/2019 17:00;Sudeste/Centro-Oeste;39502
09/02/2019 18:00;09/02/2019 18:00;Sudeste/Centro-Oeste;39394
09/02/2019 19:00;09/02/2019 19:00;Sudeste/Centro-Oeste;39844
09/02/2019 20:00;09/02/2019 20:00;Sudeste/Centro-Oeste;43019
09/02/2019 21:00;09/02/2019 21:00;Sudeste/Centro-Oeste;42583
09/02/2019 22:00;09/02/2019 22:00;Sudeste/Centro-Oeste;40991
09/02/2019 23:00;09/02/2019 23:00;Sudeste/Centro-Oeste;39552
10/02/2019 00:00;10/02/2019 00:00;Sudeste/Centro-Oeste;37866
10/02/2019 01:00;10/02/2019 01:00;Sudeste/Centro-Oeste;36021
10/02/2019 02:00;10/02/2019 02:00;Sudeste/Centro-Oeste;34571
10/02/2019 03:00;10/02/2019 03:00;Sudeste/Centro-Oeste;33636
10/02/2019 04:00;10/02/2019 04:00;Sudeste/Centro-Oeste;33047
10/02/2019 05:00;10/02/2019 05:00;Sudeste/Centro-Oeste;32642
10/02/2019 06:00;10/02/2019 06:00;Sudeste/Centro-Oeste;32173
10/02/2019 07:00;10/02/2019 07:00;Sudeste/Centro-Oeste;31320
10/02/2019 08:00;10/02/2019 08:00;Sudeste/Centro-Oeste;32322
10/02/2019 09:00;10/02/2019 09:00;Sudeste/Centro-Oeste;33466
10/02/2019 10:00;10/02/2019 10:00;Sudeste/Centro-Oeste;34414
10/02/2019 11:00;10/02/2019 11:00;Sudeste/Centro-Oeste;35052
10/02/2019 12:00;10/02/2019 12:00;Sudeste/Centro-Oeste;35321
10/02/2019 13:00;10/02/2019 13:00;Sudeste/Centro-Oeste;35502
10/02/2019 14:00;10/02/2019 14:00;Sudeste/Centro-Oeste;35639
10/02/2019 15:00;10/02/2019 15:00;Sudeste/Centro-Oeste;35873
10/02/2019 16:00;10/02/2019 16:00;Sudeste/Centro-Oeste;36400
10/02/2019 17:00;10/02/2019 17:00;Sudeste/Centro-Oeste;37362
10/02/2019 18:00;10/02/2019 18:00;Sudeste/Centro-Oeste;37702
10/02/2019 19:00;10/02/2019 19:00;Sudeste/Centro-Oeste;38379
10/02/2019 20:00;10/02/2019 20:00;Sudeste/Centro-Oeste;41809
10/02/2019 21:00;10/02/2019 21:00;Sudeste/Centro-Oeste;42532
10/02/2019 22:00;10/02/2019 22:00;Sudeste/Centro-Oeste;42461
10/02/2019 23:00;10/02/2019 23:00;Sudeste/Centro-Oeste;40872
11/02/2019 00:00;11/02/2019 00:00;Sudeste/Centro-Oeste;38808
11/02/2019 01:00;11/02/2019 01:00;Sudeste/Centro-Oeste;36943
11/02/2019 02:00;11/02/2019 02:00;Sudeste/Centro-Oeste;35905
11/02/2019 03:00;11/02/2019 03:00;Sudeste/Centro-Oeste;35163
11/02/2019 04:00;11/02/2019 04:00;Sudeste/Centro-Oeste;35060
11/02/2019 05:00;11/02/2019 05:00;Sudeste/Centro-Oeste;36293
11/02/2019 06:00;11/02/2019 06:00;Sudeste/Centro-Oeste;38726
11/02/2019 07:00;11/02/2019 07:00;Sudeste/Centro-Oeste;40057
11/02/2019 08:00;11/02/2019 08:00;Sudeste/Centro-Oeste;43307
11/02/2019 09:00;11/02/2019 09:00;Sudeste/Centro-Oeste;45417
11/02/2019 10:00;11/02/2019 10:00;Sudeste/Centro-Oeste;47426
11/02/2019 11:00;11/02/2019 11:00;Sudeste/Centro-Oeste;47971
11/02/2019 12:00;11/02/2019 12:00;Sudeste/Centro-Oeste;47402
11/02/2019 13:00;11/02/2019 13:00;Sudeste/Centro-Oeste;48971
11/02/2019 14:00;11/02/2019 14:00;Sudeste/Centro-Oeste;50144
11/02/2019 15:00;11/02/2019 15:00;Sudeste/Centro-Oeste;50273
11/02/2019 16:00;11/02/2019 16:00;Sudeste/Centro-Oeste;50023
11/02/2019 17:00;11/02/2019 17:00;Sudeste/Centro-Oeste;46994
11/02/2019 18:00;11/02/2019 18:00;Sudeste/Centro-Oeste;43987
11/02/2019 19:00;11/02/2019 19:00;Sudeste/Centro-Oeste;43649
11/02/2019 20:00;11/02/2019 20:00;Sudeste/Centro-Oeste;46818
11/02/2019 21:00;11/02/2019 21:00;Sudeste/Centro-Oeste;47765
11/02/2019 22:00;11/02/2019 22:00;Sudeste/Centro-Oeste;47177
11/02/2019 23:00;11/02/2019 23:00;Sudeste/Centro-Oeste;45117
12/02/2019 00:00;12/02/2019 00:00;Sudeste/Centro-Oeste;42725
12/02/2019 01:00;12/02/2019 01:00;Sudeste/Centro-Oeste;40763
12/02/2019 02:00;12/02/2019 02:00;Sudeste/Centro-Oeste;39381
12/02/2019 03:00;12/02/2019 03:00;Sudeste/Centro-Oeste;38468
12/02/2019 04:00;12/02/2019 04:00;Sudeste/Centro-Oeste;38238
12/02/2019 05:00;12/02/2019 05:00;Sudeste/Centro-Oeste;39037
12/02/2019 06:00;12/02/2019 06:00;Sudeste/Centro-Oeste;41082
12/02/2019 07:00;12/02/2019 07:00;Sudeste/Centro-Oeste;42394
12/02/2019 08:00;12/02/2019 08:00;Sudeste/Centro-Oeste;44943
12/02/2019 09:00;12/02/2019 09:00;Sudeste/Centro-Oeste;46632
12/02/2019 10:00;12/02/2019 10:00;Sudeste/Centro-Oeste;47816
12/02/2019 11:00;12/02/2019 11:00;Sudeste/Centro-Oeste;47997
12/02/2019 12:00;12/02/2019 12:00;Sudeste/Centro-Oeste;47082
12/02/2019 13:00;12/02/2019 13:00;Sudeste/Centro-Oeste;48454
12/02/2019 14:00;12/02/2019 14:00;Sudeste/Centro-Oeste;49407
12/02/2019 15:00;12/02/2019 15:00;Sudeste/Centro-Oeste;49636
12/02/2019 16:00;12/02/2019 16:00;Sudeste/Centro-Oeste;49098
12/02/2019 17:00;12/02/2019 17:00;Sudeste/Centro-Oeste;46544
12/02/2019 18:00;12/02/2019 18:00;Sudeste/Centro-Oeste;44149
12/02/2019 19:00;12/02/2019 19:00;Sudeste/Centro-Oeste;44143
12/02/2019 20:00;12/02/2019 20:00;Sudeste/Centro-Oeste;46354
12/02/2019 21:00;12/02/2019 21:00;Sudeste/Centro-Oeste;46468
12/02/2019 22:00;12/02/2019 22:00;Sudeste/Centro-Oeste;45505
12/02/2019 23:00;12/02/2019 23:00;Sudeste/Centro-Oeste;43044
13/02/2019 00:00;13/02/2019 00:00;Sudeste/Centro-Oeste;40168
13/02/2019 01:00;13/02/2019 01:00;Sudeste/Centro-Oeste;38274
13/02/2019 02:00;13/02/2019 02:00;Sudeste/Centro-Oeste;36936
13/02/2019 03:00;13/02/2019 03:00;Sudeste/Centro-Oeste;36271
13/02/2019 04:00;13/02/2019 04:00;Sudeste/Centro-Oeste;36080
13/02/2019 05:00;13/02/2019 05:00;Sudeste/Centro-Oeste;37168
13/02/2019 06:00;13/02/2019 06:00;Sudeste/Centro-Oeste;39627
13/02/2019 07:00;13/02/2019 07:00;Sudeste/Centro-Oeste;40656
13/02/2019 08:00;13/02/2019 08:00;Sudeste/Centro-Oeste;42812
13/02/2019 09:00;13/02/2019 09:00;Sudeste/Centro-Oeste;44190
13/02/2019 10:00;13/02/2019 10:00;Sudeste/Centro-Oeste;45240
13/02/2019 11:00;13/02/2019 11:00;Sudeste/Centro-Oeste;45077
13/02/2019 12:00;13/02/2019 12:00;Sudeste/Centro-Oeste;43984
13/02/2019 13:00;13/02/2019 13:00;Sudeste/Centro-Oeste;44570
13/02/2019 14:00;13/02/2019 14:00;Sudeste/Centro-Oeste;45302
13/02/2019 15:00;13/02/2019 15:00;Sudeste/Centro-Oeste;45158
13/02/2019 16:00;13/02/2019 16:00;Sudeste/Centro-Oeste;44749
13/02/2019 17:00;13/02/2019 17:00;Sudeste/Centro-Oeste;42765
13/02/2019 18:00;13/02/2019 18:00;Sudeste/Centro-Oeste;41095
13/02/2019 19:00;13/02/2019 19:00;Sudeste/Centro-Oeste;41075
13/02/2019 20:00;13/02/2019 20:00;Sudeste/Centro-Oeste;43239
13/02/2019 21:00;13/02/2019 21:00;Sudeste/Centro-Oeste;43079
13/02/2019 22:00;13/02/2019 22:00;Sudeste/Centro-Oeste;41992
13/02/2019 23:00;13/02/2019 23:00;Sudeste/Centro-Oeste;39524
14/02/2019 00:00;14/02/2019 00:00;Sudeste/Centro-Oeste;36950
14/02/2019 01:00;14/02/2019 01:00;Sudeste/Centro-Oeste;34851
14/02/2019 02:00;14/02/2019 02:00;Sudeste/Centro-Oeste;33604
14/02/2019 03:00;14/02/2019 03:00;Sudeste/Centro-Oeste;33127
14/02/2019 04:00;14/02/2019 04:00;Sudeste/Centro-Oeste;33180
14/02/2019 05:00;14/02/2019 05:00;Sudeste/Centro-Oeste;34620
14/02/2019 06:00;14/02/2019 06:00;Sudeste/Centro-Oeste;37169
14/02/2019 07:00;14/02/2019 07:00;Sudeste/Centro-Oeste;38395
14/02/2019 08:00;14/02/2019 08:00;Sudeste/Centro-Oeste;40831
14/02/2019 09:00;14/02/2019 09:00;Sudeste/Centro-Oeste;42494
14/02/2019 10:00;14/02/2019 10:00;Sudeste/Centro-Oeste;43866
14/02/2019 11:00;14/02/2019 11:00;Sudeste/Centro-Oeste;44010
14/02/2019 12:00;14/02/2019 12:00;Sudeste/Centro-Oeste;43078
14/02/2019 13:00;14/02/2019 13:00;Sudeste/Centro-Oeste;43850
14/02/2019 14:00;14/02/2019 14:00;Sudeste/Centro-Oeste;44443
14/02/2019 15:00;14/02/2019 15:00;Sudeste/Centro-Oeste;44615
14/02/2019 16:00;14/02/2019 16:00;Sudeste/Centro-Oeste;44367
14/02/2019 17:00;14/02/2019 17:00;Sudeste/Centro-Oeste;42478
14/02/2019 18:00;14/02/2019 18:00;Sudeste/Centro-Oeste;40734
14/02/2019 19:00;14/02/2019 19:00;Sudeste/Centro-Oeste;40945
14/02/2019 20:00;14/02/2019 20:00;Sudeste/Centro-Oeste;43580
14/02/2019 21:00;14/02/2019 21:00;Sudeste/Centro-Oeste;43451
14/02/2019 22:00;14/02/2019 22:00;Sudeste/Centro-Oeste;42335
14/02/2019 23:00;14/02/2019 23:00;Sudeste/Centro-Oeste;40031
15/02/2019 00:00;15/02/2019 00:00;Sudeste/Centro-Oeste;37417
15/02/2019 01:00;15/02/2019 01:00;Sudeste/Centro-Oeste;35281
15/02/2019 02:00;15/02/2019 02:00;Sudeste/Centro-Oeste;34053
15/02/2019 03:00;15/02/2019 03:00;Sudeste/Centro-Oeste;33340
15/02/2019 04:00;15/02/2019 04:00;Sudeste/Centro-Oeste;33424
15/02/2019 05:00;15/02/2019 05:00;Sudeste/Centro-Oeste;34730
15/02/2019 06:00;15/02/2019 06:00;Sudeste/Centro-Oeste;37426
15/02/2019 07:00;15/02/2019 07:00;Sudeste/Centro-Oeste;38635
15/02/2019 08:00;15/02/2019 08:00;Sudeste/Centro-Oeste;41101
15/02/2019 09:00;15/02/2019 09:00;Sudeste/Centro-Oeste;42668
15/02/2019 10:00;15/02/2019 10:00;Sudeste/Centro-Oeste;43871
15/02/2019 11:00;15/02/2019 11:00;Sudeste/Centro-Oeste;44081
15/02/2019 12:00;15/02/2019 12:00;Sudeste/Centro-Oeste;43057
15/02/2019 13:00;15/02/2019 13:00;Sudeste/Centro-Oeste;43662
15/02/2019 14:00;15/02/2019 14:00;Sudeste/Centro-Oeste;44165
15/02/2019 15:00;15/02/2019 15:00;Sudeste/Centro-Oeste;44027
15/02/2019 16:00;15/02/2019 16:00;Sudeste/Centro-Oeste;43322
15/02/2019 17:00;15/02/2019 17:00;Sudeste/Centro-Oeste;42156
15/02/2019 18:00;15/02/2019 18:00;Sudeste/Centro-Oeste;40846
15/02/2019 19:00;15/02/2019 19:00;Sudeste/Centro-Oeste;41510
15/02/2019 20:00;15/02/2019 20:00;Sudeste/Centro-Oeste;42978
15/02/2019 21:00;15/02/2019 21:00;Sudeste/Centro-Oeste;42375
15/02/2019 22:00;15/02/2019 22:00;Sudeste/Centro-Oeste;41630
15/02/2019 23:00;15/02/2019 23:00;Sudeste/Centro-Oeste;39567
16/02/2019 00:00;16/02/2019 00:00;Sudeste/Centro-Oeste;37269
16/02/2019 01:00;16/02/2019 01:00;Sudeste/Centro-Oeste;35359
16/02/2019 02:00;16/02/2019 02:00;Sudeste/Centro-Oeste;33946
16/02/2019 03:00;16/02/2019 03:00;Sudeste/Centro-Oeste;33256
16/02/2019 04:00;16/02/2019 04:00;Sudeste/Centro-Oeste;33122
16/02/2019 05:00;16/02/2019 05:00;Sudeste/Centro-Oeste;33265
16/02/2019 06:00;16/02/2019 06:00;Sudeste/Centro-Oeste;34042
16/02/2019 07:00;16/02/2019 07:00;Sudeste/Centro-Oeste;34649
16/02/2019 08:00;16/02/2019 08:00;Sudeste/Centro-Oeste;35917
16/02/2019 09:00;16/02/2019 09:00;Sudeste/Centro-Oeste;37552
16/02/2019 10:00;16/02/2019 10:00;Sudeste/Centro-Oeste;38539
16/02/2019 11:00;16/02/2019 11:00;Sudeste/Centro-Oeste;38508
16/02/2019 12:00;16/02/2019 12:00;Sudeste/Centro-Oeste;38062
16/02/2019 13:00;16/02/2019 13:00;Sudeste/Centro-Oeste;37744
16/02/2019 14:00;16/02/2019 14:00;Sudeste/Centro-Oeste;37488
16/02/2019 15:00;16/02/2019 15:00;Sudeste/Centro-Oeste;37369
16/02/2019 16:00;16/02/2019 16:00;Sudeste/Centro-Oeste;37484
16/02/2019 17:00;16/02/2019 17:00;Sudeste/Centro-Oeste;37625
16/02/2019 18:00;16/02/2019 18:00;Sudeste/Centro-Oeste;37981
16/02/2019 19:00;16/02/2019 19:00;Sudeste/Centro-Oeste;39222
16/02/2019 20:00;16/02/2019 20:00;Sudeste/Centro-Oeste;40881
16/02/2019 21:00;16/02/2019 21:00;Sudeste/Centro-Oeste;39737
16/02/2019 22:00;16/02/2019 22:00;Sudeste/Centro-Oeste;37681
16/02/2019 23:00;16/02/2019 23:00;Sudeste/Centro-Oeste;36627
17/02/2019 00:00;17/02/2019 00:00;Sudeste/Centro-Oeste;32485
17/02/2019 01:00;17/02/2019 01:00;Sudeste/Centro-Oeste;31332
17/02/2019 02:00;17/02/2019 02:00;Sudeste/Centro-Oeste;30340
17/02/2019 03:00;17/02/2019 03:00;Sudeste/Centro-Oeste;29844
17/02/2019 04:00;17/02/2019 04:00;Sudeste/Centro-Oeste;29621
17/02/2019 05:00;17/02/2019 05:00;Sudeste/Centro-Oeste;29371
17/02/2019 06:00;17/02/2019 06:00;Sudeste/Centro-Oeste;28437
17/02/2019 07:00;17/02/2019 07:00;Sudeste/Centro-Oeste;29361
17/02/2019 08:00;17/02/2019 08:00;Sudeste/Centro-Oeste;30790
17/02/2019 09:00;17/02/2019 09:00;Sudeste/Centro-Oeste;31995
17/02/2019 10:00;17/02/2019 10:00;Sudeste/Centro-Oeste;32627
17/02/2019 11:00;17/02/2019 11:00;Sudeste/Centro-Oeste;33439
17/02/2019 12:00;17/02/2019 12:00;Sudeste/Centro-Oeste;33637
17/02/2019 13:00;17/02/2019 13:00;Sudeste/Centro-Oeste;33449
17/02/2019 14:00;17/02/2019 14:00;Sudeste/Centro-Oeste;33368
17/02/2019 15:00;17/02/2019 15:00;Sudeste/Centro-Oeste;33488
17/02/2019 16:00;17/02/2019 16:00;Sudeste/Centro-Oeste;34120
17/02/2019 17:00;17/02/2019 17:00;Sudeste/Centro-Oeste;35664
17/02/2019 18:00;17/02/2019 18:00;Sudeste/Centro-Oeste;37518
17/02/2019 19:00;17/02/2019 19:00;Sudeste/Centro-Oeste;39861
